term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
basa,el español no se basa en la gramática sino,Verb,él/ella/ud.,presente,basar,basarse,,,,,,,,,,,,,,,,zh-cn,基地,,,,,,,,
basada,de una bonita historia basada en Alicia en el,,,,,,,,,,,,,,,,,,,,,zh-cn,以（某物）为基础，使建立在(某个.)基础之上:,,,,,,,,
basado,"...en singular, y no diremos “pueden haber muchas flores...",Verb,yo,pretérito perfecto compuesto,basar,basarse,Adjective,verb,adjective,yo,pretérito perfecto compuesto,basar,basarse,,,,,,,,,zh-cn,基于,,,,,,,,
basado en experiencias pasadas,"...de una manera, normalmente basado en experiencias pasadas.",,,,,,,,,,,,,,,,,,,,,zh-cn,根据过去的经验,,,,,,,,
basa en,el español no se basa en la gramática sino en,,,,,,,,,,,,,,,,,,,,,zh-cn,基于,en,basar en vtr + prep	(fundamentar)	base on vtr + prep,,,,,,
basándose,"...necesidades de la comunidad, basándose en los antecedentes de...",,,,,,,,,,,,,,,,,,,,,zh-cn,依据,,,,,,,,
base,"...el pasado para la base de la historia, que...",Verb,él/ella/ud.,imperativo,subjuntivo presente,basar,basarse,Adjective,Noun,verb,noun,imperativo,adjective,subjuntivo presente,basar,él/ella/ud.,basarse,,,,,zh-cn,基地,,,,,,,,
básicas,…lugar para practicar estructuras básicas del lenguaje.,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,basic,,,,,,,,
baso,"académicas sobre las que baso mis conclusiones, al final",Verb,yo,presente,basar,basarse,,,,,,,,,,,,,,,,zh-cn,我基于,,,,,,,,
basta,"Escuchar los audios no basta, tienes que saber cómo",Verb,él/ella/ud.,presente,bastar,bastarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,intr.足够，别再；prnl.足以，完全能够,,,,,,,,
batalla,"italiano, inspirada por la batalla ocurrida en la localidad",Verb,él/ella/ud.,presente,batallar,Noun,,,,,,,,,,,,,,,,zh-cn,战役,,,,,,,,
batallas,"y primigenio de las batallas de los sexos, surge",Verb,presente,tú,batallar,Noun,,,,,,,,,,,,,,,,zh-cn,战争,,,,,,,,
batería,Esto es una batería solar,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,电池,,,,,,,,
beberla,"…cerveza, tardas más en beberla y se calienta.",,,,,,,,,,,,,,,,,,,,,zh-cn,喝它,,,,,,,,
bebido,...no es cuando ha bebido y canta la canción...,Verb,yo,pretérito perfecto compuesto,beber,verb,beber,yo,pretérito perfecto compuesto,,,,,,,,,,,,,zh-cn,喝酒,,,,,,,,
béisbol,...a un bate de béisbol.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,棒球,,,,,,,,
belén,"pajes, los pastores de belén, etc",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,贝伦,zh-cn,m.耶稣降生模型；混乱，杂乱；混乱的地方；,,,,,,
bella,,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,adj.美的；美好的,,,,,,,,
bellamente,"…todos los cajones, estaban bellamente caligrafiadas a mano, así…",,,,,,,,,,,,,,,,,,,,,zh-cn,精美地,,,,,,,,
bellas,terminado mis estudios de Bellas Artes y quería conocer,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,美丽,,,,,,,,
belleza,...la variedad y la belleza de los animales de...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,美丽,,,,,,,,
bello,"Era sutilmente bello, histórica y artísticamente, de…",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,美丽,,,,,,,,
bellos,"Uno declamó bellos poemas, otro mostró las...",Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,美丽的,,,,,,,,
beneficiar,cosas ilegales y poderse beneficiar,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,效益,,,,,,,,
beneficiarse,cálculo de que podrá beneficiarse más de relaciones bilaterales,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,以受益,,,,,,,,
beneficios,...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,利润,,,,,,,,
besarle,si tenía ocasión de besarle el anillo al obispo,,,,,,,,,,,,,,,,,,,,,zh-cn,亲吻,,,,,,,,
bestia,es un tipo de bestia de la selva,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,野兽,,,,,,,,
biblia,"...hecho, después de la Biblia, es la obra que...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,圣经,,,,,,,,
biblioteca,...dejaban adivinar una gigantesca biblioteca de geometría imposible.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.图书馆；藏书；书架,,,,,,,,
bienes,...la seguridad de nuestros bienes cuando no tenemos nada...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,财产,zh-cn,商品,zh-cn,房产  不动产,,,,
bienestar,y en favor del bienestar social y la calidad,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,健康,,,,,,,,
bigote,"…pelo recogido y un bigote, como los hombres.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,胡子,,,,,,,,
billones,"un déficit comercial de 1,2 billones de dólares",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,万亿,,,,,,,,
biografía,Escribir una biografía,Verb,él/ella/ud.,presente,biografiar,Noun,,,,,,,,,,,,,,,,zh-cn,传记,,,,,,,,
biología,Persona que estudia la biología,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,生物学,,,,,,,,
biólogo,Biólogo: Persona que estudia la,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,生物学家,,,,,,,,
bipolar,Tras una larga etapa bipolar en el periodo de,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,两极的,,,,,,,,
blancas,...pájaro le encantaba la hermosa sonrisa de la ballena.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,白色的,,,,,,,,
bloqueada,"en el que estabas bloqueada, de repente lo resuelves",,,,,,,,,,,,,,,,,,,,,zh-cn,被阻塞,,,,,,,,
bloquear,Bloquear: Obstruir o impedir el,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,阻止，封锁，冻结（款项）,,,,,,,,
bluetooth,"...mi móvil con el bluetooth, y escucho.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,蓝牙,,,,,,,,
boca,"Abre la boca.... Sí, tienes una caries",Adverb,Noun,,,,,,,,,,,,,,,,,,,zh-cn,f.嘴；口腔；（凿子等的）锋，刃；出入口；孔；洞；隙；（酒的）味道,en,boca abajo loc adv	(con la cara hacia el suelo)	face down adv,,,,,,
bocadillo,…ir a comer un bocadillo.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,小吃,zh-cn,m.夹肉面包,,,,,,
bodas,…en un salón de bodas o en un restaurante.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,婚礼,,,,,,,,
bola,"Levántate, bola de grasa —dijo el",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,球,,,,,,,,
bolas,...habían enseñado era lanzar bolas al aire haciendo algunos...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,球,,,,,,,,
bolsa,a un corredor de bolsa llamado Trent Dyrsmid,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,股票,,,,,,,,
bolsas,...ha pasado con las bolsas.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,袋子,,,,,,,,
bolsillo,...el corazón y el bolsillo ante las causas perdidas...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,口袋,,,,,,,,
bolsillos,…para mirar en tus bolsillos y selecciona la tienda…,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,口袋，钱包,,,,,,,,
bomba,…y nos lo pasamos bomba.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,f.泵；炸弹；（管乐器上的）伸缩管；圆玻璃灯罩；（油坊的）非水缸；adj.宏伟的，巨大的，惊人的,,,,,,,,
bombas,...ingresos fueran más altos que los generados por compañías ajenas a internet.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,炸弹,,,,,,,,
boom,"...cincuenta, pero hubo un boom a mediados de los 80.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,繁荣,,,,,,,,
borde,"cejas, la nariz, el borde de una oreja o",Verb,él/ella/ud.,imperativo,bordar,Noun,,,,,,,,,,,,,,,,zh-cn,边缘,zh-cn,刁钻,,,,,,
bordes,"circunstancias, son rancias, mustias, bordes, antipáticas",Verb,tú,subjuntivo presente,bordar,Noun,,,,,,,,,,,,,,,,zh-cn,粗鲁的,,,,,,,,
borracho,...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,醉汉,,,,,,,,
borrado,ese límite se ha borrado,Verb,yo,pretérito perfecto compuesto,borrar,borrarse,,,,,,,,,,,,,,,,zh-cn,已擦除,,,,,,,,
bota,,Verb,él/ella/ud.,presente,botar,botarse,Noun,,,,,,,,,,,,,,,,,,,,,,,,
botas,......,Verb,presente,tú,botar,botarse,Noun,verb,noun,tú,presente,botar,botarse,,,,,,,,,zh-cn,靴子,,,,,,,,
botón,Pulsa el botón del quinto.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,按钮,,,,,,,,
boxeador,El sauce boxeador,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,拳击手,,,,,,,,
brasil,"…de ellos son:( el) Brasil,( el) Camerún,( la) China,(…",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,巴西,,,,,,,,
brazo,"...que usaba en el brazo derecho, los puso en...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,m.臂，手臂；前肢，前爪；扶手,,,,,,,,
brevemente,"tanto, vamos a ver brevemente cuales tenemos, y a",Adverb,adverb,,,,,,,,,,,,,,,,,,,zh-cn,短暂地,,,,,,,,
brillaba,...figurín y su monóculo brillaba en la penumbra como...,Verb,yo,indicativo pretérito imperfecto,brillar,verb,yo,brillar,indicativo pretérito imperfecto,,,,,,,,,,,,,zh-cn,闪闪发光,,,,,,,,
brillaban,...con unos ojos que brillaban intensamente...Me asusté...¡y...,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,brillar,verb,ellos/ellas/uds.,brillar,indicativo pretérito imperfecto,,,,,,,,,,,,,zh-cn,闪闪发光,,,,,,,,
brillan,botas negras bien lustradas brillan bajo las luces mágicas,Verb,presente,ellos/ellas/uds.,brillar,,,,,,,,,,,,,,,,,zh-cn,闪耀,,,,,,,,
brillante,"la alegría, el sol brillante y el trópico",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,明亮的,,,,,,,,
brillantes,...as tembló cuando se cerró la puertezuela de un coche en la c...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,光明,,,,,,,,
brillantez,"La brillantez escasea, pero el coraje",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,聪明才智,,,,,,,,
brillar,y se le ven brillar los ojos,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,闪耀，发光，发亮,,,,,,,,
brinda,las personas mayores y brinda servicios de teleasistencia; también,Verb,él/ella/ud.,presente,brindar,brindarse,,,,,,,,,,,,,,,,zh-cn,提供,zh-cn,provides,,,,,,
brindaba,...silla que Barceló me brindaba junto a él y...,Verb,yo,indicativo pretérito imperfecto,brindar,brindarse,verb,yo,brindar,brindarse,indicativo pretérito imperfecto,,,,,,,,,,,en,"brindar vtr	(proporcionar, ofrecer)	give⇒, provide⇒ vtr
 	 (formal)	afford⇒ vtr",,,,,,,,
brindar,"de una escalera y brindar con agua, si uno",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,提供,,,,,,,,
británicos,...asimilación” de los ciudadanos británicos.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,英国的,,,,,,,,
broma,Es broma,Verb,él/ella/ud.,presente,bromar,Noun,,,,,,,,,,,,,,,,zh-cn,笑话,zh-cn,f.欢闹；玩笑；船蛆,en,broma nf	(acción para divertir),,,,
bromas,...bien con chistes o bromas más sutiles.,Verb,presente,tú,bromar,Adjective,Noun,verb,noun,tú,adjective,presente,bromar,,,,,,,,,zh-cn,开玩笑,,,,,,,,
bromeando,...en serio o estás bromeando?,Verb,gerundio,bromear,Adjective,Adverb,verb,gerundio,adjective,adverb,bromear,,,,,,,,,,,zh-cn,joke,,,,,,,,
bromear,Bromear: Decir o hacer cosas,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,开玩笑,,,,,,,,
bromista,"hagáis caso, es una bromista. -Venga, Mauri, por favor",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,小丑,zh-cn,爱开玩笑的人,,,,,,
bruja,"... mi madre y mi padre, oh no, para ellos era «Lily hizo esto» y «Lily hizo esto otro».",Verb,él/ella/ud.,imperativo,brujir,Noun,verb,noun,imperativo,él/ella/ud.,brujir,,,,,,,,,,,zh-cn,巫婆,zh-cn,f.女巫；丑老太婆；脾气坏的女人；坏女人,,,,,,
brujas,...La Noche de las Brujas”.,Verb,tú,subjuntivo presente,brujir,Noun,verb,noun,tú,subjuntivo presente,brujir,,,,,,,,,,,zh-cn,f.女巫；丑老太婆；脾气坏的女人；坏女人,,,,,,,,
brujos,al mezclarse con esos brujos... Es lo que yo,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,巫师,,,,,,,,
búhos,No vio los búhos que volaban en pleno,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,猫头鹰,,,,,,,,
bulos,"Instagram y TikTok, estos bulos y los mitos se",,,,,,,,,,,,,,,,,,,,,zh-cn,谣言,,,,,,,,
burbuja,...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,泡沫,,,,,,,,
burbujas,...regunta paradójica («Dígame una verdad importante para usted con la q...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,泡沫,zh-cn,泡泡,,,,,,
buscador,ha tenido competencia como buscador desde comienzos de la,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,搜索引擎,zh-cn,搜索器,,,,,,
buscar la felicidad,es el resultado de buscar la felicidad en el lugar equivocado,,,,,,,,,,,,,,,,,,,,,zh-cn,寻求幸福,,,,,,,,
búsqueda,...libro se relata la búsqueda de un extraterrestre (Gurb...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,搜索，追溯,zh-cn,寻找,,,,,,
búsquedas,ciento del mercado de búsquedas,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,搜索,,,,,,,,
butacas,"...revueltas y las mullidas butacas, esperando a que ellos...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,座位,,,,,,,,
caballeros,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,骑士们,,,,,,,,
caballo,El caballo de de Don Quijote...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,马,,,,,,,,
caballos,"...viejo, un Citroën, dos caballos.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,马匹,zh-cn,马力,zh-cn,马,,,,
cabello,...jugar cuando era un cachorro.,Noun,noun,,,,,,,,,,,,,,,,,,,en,hair,,,,,,,,
caber,caber- cabré,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,适合,,,,,,,,
cabían,y cosas que no cabían en aquél,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,caber,,,,,,,,,,,,,,,,,zh-cn,他们很合适,,,,,,,,
cable,"lado, cuenta con un cable de seguridad altamente resistente",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,帮忙,,,,,,,,
cabo,postproducción que llevan a cabo tanto los propios directores,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,m.端；（物品的）残余部份，头儿；（器具的）柄；把儿；短线，短绳，短带；,,,,,,,,
cabrá,"Si el espacio no cabrá, quizás no valdrá la",Verb,él/ella/ud.,futuro,caber,,,,,,,,,,,,,,,,,zh-cn,容纳,,,,,,,,
cabré,…caber- cabré,Verb,yo,futuro,caber,verb,yo,futuro,caber,,,,,,,,,,,,,zh-cn,我将容纳,,,,,,,,
cabrían,,Verb,ellos/ellas/uds.,condicional,caber,,,,,,,,,,,,,,,,,zh-cn,它们会容纳,,,,,,,,
cacahuete,Un cacahuete gigante?,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,花生,,,,,,,,
cacao,Cacao: Semilla utilizada para producir,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,可可,,,,,,,,
cada vez más,Hay cada vez más chinos en el país,,,,,,,,,,,,,,,,,,,,,zh-cn,越来越,,,,,,,,
cada vez que,"Cada vez que haces un error, te",,,,,,,,,,,,,,,,,,,,,zh-cn,每次,,,,,,,,
cadena,mientras se saca una cadena de debajo de la,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,f.链子，链条；山脉；桎梏，束缚；一系列；联播；持续,zh-cn,字符串,zh-cn,频道,,,,
cadenas,oye extraños ruidos de cadenas,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,链条,zh-cn,链子,,,,,,
caducidad,cuando se acerca la caducidad,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,呼气,zh-cn,失效，过期,zh-cn,到期,,,,
cae,"...Jordi en catalán), que cae en 23 de Abril.",Verb,él/ella/ud.,presente,caer,caerse,verb,presente,caer,él/ella/ud.,caerse,,,,,,,,,,,zh-cn,intr.掉，落，坠；倒，倾倒，倒塌；（树叶等）脱落；下垂；跌倒，摔倒；prnl.沮丧，消沉,,,,,,,,
caemos,"estilo musical con personalidad, caemos en generalizaciones e impresiones",Verb,presente,nosotros,caer,caerse,,,,,,,,,,,,,,,,zh-cn,我们陷入,,,,,,,,
caen,A veces caen ramas y a veces…,Verb,presente,ellos/ellas/uds.,caer,caerse,verb,presente,caer,ellos/ellas/uds.,caerse,,,,,,,,,,,zh-cn,掉落,,,,,,,,
café de grano,,,,,,,,,,,,,,,,,,,,,,zh-cn,咖啡豆,,,,,,,,
café descafeinado,,,,,,,,,,,,,,,,,,,,,,zh-cn,脱咖啡因咖啡,,,,,,,,
cafeína,"...el efecto de la cafeína, siempre puedes pedir un...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,咖啡因,,,,,,,,
cago,Me cago en el jefe de,Verb,yo,presente,cagar,cagarse,,,,,,,,,,,,,,,,zh-cn,拉屎,,,,,,,,
caída,"...ta recesión terminó en marzo de 1991, pero la recuperación fue lenta y el desempleo siguió incrementándose hasta julio de 1992.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,下降,,,,,,,,
caído,un palo y ha caído justo aquí,Verb,yo,pretérito perfecto compuesto,caer,caerse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,堕落,,,,,,,,
caiga,Es mejor que se caiga la mochila y no,Verb,él/ella/ud.,imperativo,subjuntivo presente,caer,caerse,,,,,,,,,,,,,,,zh-cn,落下,,,,,,,,
caja,…algún otro banco o caja cerca?,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,盒；保险柜；资产；出纳员；收款员,,,,,,,,
cajón,les ha dedicado un cajón,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,抽屉,,,,,,,,
calcetines,Pero no tiene calcetines limpios,Noun,,,,,,,,,,,,,,,,,,,,en,socks,,,,,,,,
calcula,...puerta. A veces con el mismo significado se puede...,Verb,él/ella/ud.,presente,calcular,verb,presente,calcular,él/ella/ud.,,,,,,,,,,,,,zh-cn,计算,,,,,,,,
calculé,Le calculé unos veinte años a...,Verb,yo,pretérito perfecto simple,calcular,verb,yo,pretérito perfecto simple,calcular,,,,,,,,,,,,,zh-cn,我计算过,zh-cn,我估计,,,,,,
calendario,"de otros lugares, nuestro calendario semanal empieza siempre en",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,日历,,,,,,,,
calentamos,"Luna, pero…¿Cómo nos calentamos",Verb,presente,nosotros,calentar,calentarse,,,,,,,,,,,,,,,,zh-cn,我们加热,,,,,,,,
calentando,…la Tierra se está calentando.,Verb,gerundio,calentar,verb,gerundio,calentar,,,,,,,,,,,,,,,zh-cn,变暖,,,,,,,,
calentar,"Acto seguido, empezaron a calentar para el partido que",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,加热,,,,,,,,
calentó,El sol calentó más temprano que en,Verb,pretérito perfecto simple,él/ella/ud.,calentar,calentarse,,,,,,,,,,,,,,,,zh-cn,加热,,,,,,,,
calidad,…la cantidad que la calidad.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.质；品质；优质；等级；资格；显要；重要（性）,,,,,,,,
calificación,"estudios, he obtenido una calificación media de notable a",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,资格,,,,,,,,
calificaciones,metas para alcanzar las calificaciones que quería obtener en,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,等级,zh-cn,成绩,,,,,,
callada,"una lucha, furiosa pero callada, para ver quién espiaba",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,安静,,,,,,,,
callado,...,Verb,yo,pretérito perfecto compuesto,callar,callarse,Adjective,Noun,verb,noun,adjective,callar,yo,pretérito perfecto compuesto,callarse,,,,,,,zh-cn,预订的,,,,,,,,
callados,...cuyos maridos son tan callados.,,,,,,,,,,,,,,,,,,,,,zh-cn,沉默的,,,,,,,,
callar,"i tiene parientes presbiterianos, no es culpa suya.",Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,zh-cn,闭嘴,,,,,,,,
calla ya,"Bueno, ya voy, pero calla ya. Y dile a este",,,,,,,,,,,,,,,,,,,,,zh-cn,现在闭嘴,,,,,,,,
calma,"Mi consejo: ¡Mucha calma, no dejes de escuchar",Verb,él/ella/ud.,presente,calmar,calmarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,f.平静；风平浪静；宁静；停止；清闲；冷静,,,,,,,,
calmado,,Verb,yo,pretérito perfecto compuesto,calmar,calmarse,Adjective,,,,,,,,,,,,,,,zh-cn,平静,,,,,,,,
calmar,"y parpadeo, luchando para calmar mi pulso",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,平静,zh-cn,tr.使平静；使镇静；减轻；intr.平静；安静,,,,,,
calmara,,Verb,yo,subjuntivo pretérito imperfecto,calmar,calmarse,,,,,,,,,,,,,,,,,,,,,,,,,
calmará,"Si lo organizas, se calmará tu ansiedad",Verb,él/ella/ud.,futuro,calmar,calmarse,,,,,,,,,,,,,,,,zh-cn,会平静,,,,,,,,
cálmate,...,Verb,imperativo,calmarse,verb,imperativo,calmarse,,,,,,,,,,,,,,,zh-cn,别紧张,,,,,,,,
calmó,...fue cuando Piers se calmó y pudo decir:,Verb,pretérito perfecto simple,él/ella/ud.,calmar,calmarse,verb,pretérito perfecto simple,él/ella/ud.,calmar,calmarse,,,,,,,,,,,zh-cn,冷静,,,,,,,,
calorías,sexo se queman bastantes calorías,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,卡路里,,,,,,,,
cámara,me ha caído la cámara de 2000 euros al,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,相机,zh-cn,1.房间；厅，堂：,,,,,,
cámaras,los vídeos de las cámaras de seguridad,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,摄像头,,,,,,,,
camas,compartieron una habitación con camas gemelas y sábanas húmedas,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,床,,,,,,,,
cambiaban,"...confundían con otro, lo cambiaban de lugar para que...",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,cambiar,cambiarse,verb,cambiar,ellos/ellas/uds.,cambiarse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,换,,,,,,,,
cambiado,tono de Álvaro ha cambiado,Verb,yo,pretérito perfecto compuesto,cambiar,cambiarse,,,,,,,,,,,,,,,,en,changed,,,,,,,,
cambiar de opinión,la esperanza de hacerla cambiar de opinión,,,,,,,,,,,,,,,,,,,,,zh-cn,改变想法,,,,,,,,
cambiar de tema,…fantasma y teníamos que cambiar de tema.,,,,,,,,,,,,,,,,,,,,,zh-cn,换个话题,,,,,,,,
cambiar de vida,menudo pensamos que para cambiar de vida tenemos que pensar en,,,,,,,,,,,,,,,,,,,,,zh-cn,改变你的生活,,,,,,,,
cambiaré,Cada vez cambiaré algo desde un punto…,Verb,yo,futuro,cambiar,cambiarse,verb,cambiar,yo,futuro,cambiarse,,,,,,,,,,,zh-cn,我会改变,,,,,,,,
cambiarla,"...no lleva gato para cambiarla, empieza a caminar hasta...",,,,,,,,,,,,,,,,,,,,,zh-cn,换它,,,,,,,,
caminan diario de,Ellos caminan diario de las ocho a las,,,,,,,,,,,,,,,,,,,,,zh-cn,他们每天走路,,,,,,,,
caminando,siempre hago veinte minutos caminando,Verb,gerundio,caminar,Adverb,,,,,,,,,,,,,,,,,zh-cn,步行,,,,,,,,
camino,"...pruebas y errores, un camino duro pero necesario.",Verb,yo,presente,caminar,Noun,verb,noun,presente,yo,caminar,,,,,,,,,,,zh-cn,方式,zh-cn,intr.走；步行；（河流）流动；（星体）运行；tr.走,,,,,,
caminos,"ayuden, que te indiquen caminos más cortos para mejorar",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,道路,,,,,,,,
camión,Junto a un camión grande,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,卡车,,,,,,,,
camisa,...una persona que se retiene a la fuerza. En...,Adverb,Noun,noun,adverb,,,,,,,,,,,,,,,,,zh-cn,衬衫,,,,,,,,
camisas,"...en el pasillo y que, como ella dice, es mejor que mancharse ...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,衬衫,,,,,,,,
camisetas,Se enfundaron unas camisetas: un grupo blancas y,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,T恤,,,,,,,,
campana,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,钟,,,,,,,,
campaña,…una simple tienda de campaña.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,运动，征战，活动,,,,,,,,
